rev_root_140
 1.00000     0.00008
 0.99980     0.00015
 0.99921     0.00035
 0.99827     0.00068
 0.99698     0.00113
 0.99536     0.00169
 0.99341     0.00236
 0.99115     0.00312
 0.98857     0.00398
 0.98569     0.00494
 0.98251     0.00597
 0.97903     0.00709
 0.97525     0.00828
 0.97118     0.00954
 0.96681     0.01088
 0.96216     0.01229
 0.95723     0.01376
 0.95202     0.01530
 0.94653     0.01690
 0.94076     0.01856
 0.93472     0.02028
 0.92841     0.02208
 0.92184     0.02394
 0.91503     0.02588
 0.90798     0.02787
 0.90068     0.02993
 0.89316     0.03205
 0.88542     0.03424
 0.87748     0.03648
 0.86934     0.03878
 0.86100     0.04112
 0.85246     0.04351
 0.84375     0.04595
 0.83488     0.04844
 0.82586     0.05096
 0.81668     0.05350
 0.80735     0.05607
 0.79788     0.05867
 0.78829     0.06130
 0.77859     0.06395
 0.76879     0.06658
 0.75888     0.06921
 0.74886     0.07184
 0.73876     0.07445
 0.72858     0.07704
 0.71832     0.07960
 0.70796     0.08213
 0.69754     0.08463
 0.68706     0.08712
 0.67655     0.08956
 0.66601     0.09194
 0.65543     0.09425
 0.64480     0.09646
 0.63411     0.09860
 0.62339     0.10067
 0.61262     0.10266
 0.60183     0.10456
 0.59100     0.10637
 0.58014     0.10809
 0.56924     0.10972
 0.55832     0.11126
 0.54739     0.11271
 0.53644     0.11407
 0.52548     0.11534
 0.51451     0.11650
 0.50353     0.11757
 0.49255     0.11856
 0.48158     0.11945
 0.47062     0.12026
 0.45969     0.12097
 0.44878     0.12158
 0.43789     0.12209
 0.42703     0.12251
 0.41621     0.12284
 0.40545     0.12308
 0.39473     0.12322
 0.38407     0.12326
 0.37345     0.12319
 0.36289     0.12304
 0.35241     0.12281
 0.34200     0.12248
 0.33169     0.12206
 0.32145     0.12153
 0.31129     0.12091
 0.30121     0.12020
 0.29124     0.11941
 0.28139     0.11854
 0.27165     0.11757
 0.26201     0.11649
 0.25248     0.11533
 0.24307     0.11409
 0.23378     0.11277
 0.22463     0.11138
 0.21563     0.10990
 0.20676     0.10833
 0.19802     0.10668
 0.18943     0.10495
 0.18099     0.10315
 0.17271     0.10129
 0.16461     0.09936
 0.15666     0.09734
 0.14887     0.09524
 0.14124     0.09307
 0.13379     0.09086
 0.12651     0.08858
 0.11942     0.08624
 0.11250     0.08384
 0.10577     0.08138
 0.09921     0.07887
 0.09284     0.07632
 0.08667     0.07373
 0.08070     0.07110
 0.07493     0.06842
 0.06935     0.06571
 0.06396     0.06296
 0.05878     0.06020
 0.05381     0.05741
 0.04906     0.05462
 0.04452     0.05179
 0.04020     0.04894
 0.03607     0.04607
 0.03215     0.04321
 0.02846     0.04036
 0.02499     0.03752
 0.02175     0.03467
 0.01873     0.03182
 0.01592     0.02899
 0.01333     0.02618
 0.01095     0.02341
 0.00880     0.02067
 0.00688     0.01799
 0.00519     0.01536
 0.00373     0.01276
 0.00252     0.01028
 0.00153     0.00772
 0.00078     0.00554
 0.00028     0.00295
 0.00003     0.00033
 0.00004    -0.00051
 0.00035    -0.00315
 0.00096    -0.00503
 0.00186    -0.00684
 0.00307    -0.00857
 0.00455    -0.01023
 0.00632    -0.01180
 0.00837    -0.01327
 0.01073    -0.01463
 0.01343    -0.01589
 0.01647    -0.01710
 0.01982    -0.01827
 0.02343    -0.01940
 0.02733    -0.02044
 0.03152    -0.02138
 0.03602    -0.02226
 0.04083    -0.02310
 0.04590    -0.02389
 0.05124    -0.02459
 0.05686    -0.02520
 0.06279    -0.02574
 0.06901    -0.02624
 0.07549    -0.02670
 0.08221    -0.02709
 0.08919    -0.02738
 0.09644    -0.02760
 0.10399    -0.02776
 0.11178    -0.02788
 0.11981    -0.02793
 0.12807    -0.02790
 0.13660    -0.02779
 0.14540    -0.02763
 0.15445    -0.02744
 0.16370    -0.02720
 0.17317    -0.02688
 0.18287    -0.02650
 0.19282    -0.02606
 0.20300    -0.02561
 0.21336    -0.02512
 0.22390    -0.02458
 0.23465    -0.02397
 0.24561    -0.02331
 0.25678    -0.02265
 0.26810    -0.02197
 0.27957    -0.02125
 0.29121    -0.02046
 0.30303    -0.01965
 0.31502    -0.01884
 0.32714    -0.01804
 0.33937    -0.01719
 0.35173    -0.01631
 0.36423    -0.01542
 0.37685    -0.01453
 0.38957    -0.01366
 0.40235    -0.01277
 0.41522    -0.01185
 0.42819    -0.01093
 0.44124    -0.01003
 0.45433    -0.00915
 0.46745    -0.00826
 0.48060    -0.00736
 0.49382    -0.00646
 0.50707    -0.00559
 0.52031    -0.00476
 0.53353    -0.00393
 0.54674    -0.00308
 0.55996    -0.00225
 0.57316    -0.00146
 0.58631    -0.00069
 0.59938     0.00007
 0.61241     0.00084
 0.62540     0.00159
 0.63833     0.00230
 0.65115     0.00298
 0.66387     0.00366
 0.67651     0.00435
 0.68907     0.00500
 0.70153     0.00560
 0.71385     0.00617
 0.72603     0.00674
 0.73810     0.00729
 0.75005     0.00779
 0.76185     0.00822
 0.77348     0.00860
 0.78492     0.00896
 0.79621     0.00927
 0.80732     0.00950
 0.81821     0.00965
 0.82885     0.00975
 0.83927     0.00982
 0.84947     0.00983
 0.85942     0.00976
 0.86909     0.00963
 0.87846     0.00946
 0.88756     0.00925
 0.89638     0.00899
 0.90489     0.00867
 0.91307     0.00830
 0.92092     0.00792
 0.92846     0.00750
 0.93567     0.00704
 0.94251     0.00652
 0.94898     0.00599
 0.95507     0.00546
 0.96081     0.00493
 0.96617     0.00439
 0.97115     0.00384
 0.97574     0.00330
 0.97992     0.00277
 0.98371     0.00227
 0.98709     0.00181
 0.99009     0.00139
 0.99268     0.00102
 0.99489     0.00070
 0.99670     0.00043
 0.99813     0.00021
 0.99915     0.00005
 0.99978    -0.00004
 1.00000    -0.00008
